pdv_id,pdv,cidade,tipologia,vendedor,supervisor,regime_compra,mes_entrada,caso_plantado,mes_inicio_caso
2351,Ponto do Lanche Olaria 3,Lagoa Vermelha do Norte,Lanchonete,Wesley Siqueira,Amanda Machado,ciclico,2025-07,normal,
2352,Burger Jacarandá 2,Porto Bandeira,Hamburgueria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,normal,
2353,Ponto do Lanche Girassol 2,Vila Cascata,Lanchonete,Jorge Sousa,Vinícius Barbosa,mensal,2021-08,normal,
2354,Padaria Tijuca Velha 3,Jaraguandu,Padaria,Sandra Cardoso,André Santos,esporadico,2023-11,normal,
2355,Minimercado Flor de Sal,Porto Bandeira,Minimercado,Bruno Nogueira,Sérgio Oliveira,ciclico,2021-08,atrito,
2356,Supermercado Jacarandá 4,Barra do Piraquê,Supermercado,Kelly Carvalho,Sérgio Gonçalves,mensal,2022-12,atrito,
2357,Hamburgueria Vila Nova 3,Cravinho do Sul,Hamburgueria,Yara Santos,Eduardo Cardoso,mensal,2021-08,normal,
2358,Açaí Candeia 3,Jaraguandu,Açaiteria,Juliana Pinheiro,Sérgio Gonçalves,mensal,2025-11,normal,
2359,Atacadão Terra Boa,Três Bicas,Atacadista,Bruno Nogueira,Sérgio Oliveira,esporadico,2021-08,normal,
2360,Minimercado Ponte Velha 2,Alto Sereno,Minimercado,Paulo Correia,Eduardo Cardoso,mensal,2024-11,atrito,
2361,Casa de Refeições Jatobá 3,Passo Ruivo,Restaurante,Sandra Cardoso,André Santos,esporadico,2023-11,normal,
2362,Restaurante Olaria 2,Santa Ilha,Restaurante,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,mix,2025-11
2363,Gelateria Central,Umbuzeiro,Sorveteria,Raquel Barbosa,Amanda Machado,mensal,2021-08,normal,
2364,Super Paraíso 2,Vila Aurora,Supermercado,André Cardoso,Vinícius Barbosa,mensal,2021-08,normal,
2365,Panificadora Sabor Real 3,Fonte Limeira,Padaria,Igor Bezerra,Amanda Machado,ciclico,2022-11,normal,
2366,Super Paraíso 3,Porto Bandeira,Supermercado,Rafael Teixeira,Sérgio Oliveira,ciclico,2021-08,normal,
2367,Supermercado Santa Clara 2,Umbuzeiro,Supermercado,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2021-08,atrito,
2368,Mercadinho Oliveira 2,Quatro Cruzes,Minimercado,Emerson Pinheiro,Vinícius Barbosa,esporadico,2021-08,atrito,
2369,Padaria e Confeitaria Capim Doce 3,Ipê Sereno,Padaria,Igor Bezerra,Amanda Machado,ciclico,2021-08,atrito,
2370,Loja Horizonte,Pedra Molhada,Loja de Conveniência,Nelson Nunes,Eduardo Cardoso,mensal,2021-08,normal,
2371,Mercadinho Tucano,Vila Aurora,Minimercado,Simone Maia,André Santos,esporadico,2024-06,normal,
2372,Burger Sempre Viva,Porto Bandeira,Hamburgueria,Sandra Cardoso,André Santos,esporadico,2024-01,normal,
2373,Ponto do Lanche Sempre Viva,Encosta Nova,Lanchonete,Mariana Oliveira,Eduardo Cardoso,mensal,2021-08,normal,
2374,Casa de Refeições Tucano 3,Vila Aurora,Restaurante,Aline Duarte,Sérgio Gonçalves,ciclico,2022-09,normal,
2375,Super Central 2,Figueira Branca,Supermercado,Nelson Nunes,Eduardo Cardoso,esporadico,2023-10,normal,
2376,Mercado Cascata,Bela Corrente,Minimercado,Helena Gonçalves,André Santos,esporadico,2021-08,atrito,
2377,Cantina Tucano,Vila Cascata,Restaurante,Sabrina Andrade,Vinícius Barbosa,esporadico,2023-12,normal,
2378,Gelateria São Jorge 2,Tabuleiro Alto,Sorveteria,Daniel Mendes,André Santos,mensal,2022-11,atrito,
2379,Café Horizonte,Santa Ilha,Cafeteria,Igor Bezerra,Amanda Machado,mensal,2021-08,sangramento,2025-12
2380,Sorveteria Oliveira,Quatro Cruzes,Sorveteria,João Cavalcanti,Eduardo Cardoso,ciclico,2023-12,atrito,
2381,Mercado Paraíso,Alto Sereno,Minimercado,Joana Medeiros,Vinícius Barbosa,mensal,2024-09,normal,
2382,Panificadora Porto Seguro Velho 4,Riozinho Claro,Padaria,Silvana Silva,Vinícius Barbosa,ciclico,2021-08,normal,
2383,Restaurante Candeia 4,Ribeira Funda,Restaurante,César Lopes,Mariana Cunha,esporadico,2026-01,normal,
2384,Lanches Horizonte 2,Marimbondo,Lanchonete,Paulo Camargo,Eduardo Cardoso,esporadico,2021-08,atrito,
2385,Café Capim Doce,Vista Alegre do Ipê,Cafeteria,Igor Rodrigues,Eduardo Cardoso,ciclico,2023-07,normal,
2386,Minimercado Jatobá,Xambrê,Minimercado,Cláudia Correia,Vinícius Barbosa,ciclico,2021-08,normal,
2387,Lanchonete Sempre Viva,Quatro Cruzes,Lanchonete,Fernanda Sampaio,Sérgio Gonçalves,ciclico,2025-08,normal,
2388,Lanches Bom Retiro 5,Campo Ferrugem,Lanchonete,Isabela Lopes,Mariana Cunha,esporadico,2023-11,normal,
2389,Panificadora Brisa 4,Xambrê,Padaria,Tatiane Sales,Mariana Cunha,ciclico,2025-05,atrito,
2390,Burger Terra Boa 2,Figueira Branca,Hamburgueria,Daniel Mendes,André Santos,mensal,2025-02,normal,
2391,Mercado Vila Nova 4,Vista Alegre do Ipê,Minimercado,Aline Almeida,Sérgio Gonçalves,mensal,2022-08,parada,2025-08
2392,Açaí Cravo,Barra do Piraquê,Açaiteria,Diego Martins,Sérgio Gonçalves,esporadico,2025-01,normal,
2393,Padaria e Confeitaria Olaria 3,Guaraúna,Padaria,César Araújo,Vinícius Barbosa,ciclico,2024-07,normal,
2394,Pizza Maracanã Velho,Tabuleiro Alto,Pizzaria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,normal,
2395,Gelateria Varanda,Santa Ilha,Sorveteria,Joana Medeiros,Vinícius Barbosa,esporadico,2021-08,normal,
2396,Padaria Orquídea 2,Porto Bandeira,Padaria,Igor Bezerra,Amanda Machado,esporadico,2021-08,normal,
2397,Padaria e Confeitaria Ouro Fino,Pedra Molhada,Padaria,Aline Andrade,Sérgio Gonçalves,esporadico,2021-08,atrito,
2398,Mercado Palmeira 2,Vila Cascata,Minimercado,Igor Rodrigues,Eduardo Cardoso,mensal,2022-09,normal,
2399,Lanches Olaria 3,Palmeira Torta,Lanchonete,Yara Coelho,Sérgio Oliveira,esporadico,2025-02,normal,
2400,Açaiteria Pequi,São Braz do Campo,Açaiteria,Elaine Lopes,Vinícius Barbosa,mensal,2025-09,normal,
2401,Sorveteria Ipê Roxo,Três Bicas,Sorveteria,Wesley Lima,Sérgio Oliveira,mensal,2024-04,atrito,
2402,Ponto do Lanche Sol Nascente 3,Várzea Comprida,Lanchonete,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,normal,
2403,Panificadora Rosa dos Ventos 4,Ipê Sereno,Padaria,Vanessa Teixeira,Sérgio Gonçalves,ciclico,2022-04,normal,
2404,Minimercado Nova Era 3,Itaquerê,Minimercado,Murilo Alves,André Santos,mensal,2021-08,normal,
2405,Padaria e Confeitaria Bela Vista 3,Piraquara do Oeste,Padaria,Wagner Rodrigues,Mariana Cunha,esporadico,2021-08,normal,
2406,Supermercado Serrana 2,Jaraguandu,Supermercado,André Cardoso,Vinícius Barbosa,mensal,2021-08,normal,
2407,Loja Quintal,Barra do Piraquê,Loja de Conveniência,César Araújo,Vinícius Barbosa,mensal,2023-07,normal,
2408,Sorveteria Ipanema Velha 2,Sertão Novo,Sorveteria,César Lopes,Mariana Cunha,mensal,2024-11,normal,
2409,Lanches Olaria 4,Santa Ilha,Lanchonete,Gabriel Ferreira,André Santos,ciclico,2021-08,normal,
2410,Sorveteria Umbu,Nova Aurora do Vale,Sorveteria,Sabrina Andrade,Vinícius Barbosa,esporadico,2021-08,atrito,
2411,Lanchonete Ipanema Velha 2,Ipê Sereno,Lanchonete,Fernanda Sampaio,Sérgio Gonçalves,mensal,2021-08,atrito,
2412,Gelateria Quintal 2,Guaraúna,Sorveteria,Gustavo Vasconcelos,Amanda Machado,ciclico,2021-08,normal,
2413,Ponto do Lanche Pitanga 2,Itaquerê,Lanchonete,Helena Vieira,Amanda Machado,esporadico,2021-08,normal,
2414,Pizzaria Estrela 3,Taquaruçu do Meio,Pizzaria,Rafael Teixeira,Sérgio Oliveira,mensal,2022-08,atrito,
2415,Super Figueira 3,Guaraúna,Supermercado,Jaqueline Alves,Sérgio Oliveira,esporadico,2023-10,normal,
2416,Supermercado Girassol,Vista Alegre do Ipê,Supermercado,Jaqueline Alves,Sérgio Oliveira,esporadico,2021-08,atrito,
2417,Cafeteria Rio Claro,Piraquara do Oeste,Cafeteria,Helena Gonçalves,André Santos,mensal,2022-11,normal,
2418,Panificadora Cascata 2,Alto Sereno,Padaria,Rafael Teixeira,Sérgio Oliveira,ciclico,2022-04,atrito,
2419,Mercado Fonte Nova 3,Vila Cascata,Minimercado,Wesley Lima,Sérgio Oliveira,esporadico,2021-08,atrito,
2420,Lanches Jatobá 3,Palmeira Torta,Lanchonete,Tatiane Sales,Mariana Cunha,esporadico,2021-08,atrito,
2421,Padaria e Confeitaria Trigal 3,Quatro Cruzes,Padaria,Sabrina Andrade,Vinícius Barbosa,ciclico,2021-08,normal,
2422,Padaria e Confeitaria Bom Retiro,Bela Corrente,Padaria,Antônio Freitas,Vinícius Barbosa,ciclico,2024-12,normal,
2423,Açaiteria Vitória Régia,Olho d'Água Grande,Açaiteria,Patrícia Braga,André Santos,esporadico,2021-08,normal,
2424,Hamburgueria Mirante 3,Ipê Sereno,Hamburgueria,Paulo Camargo,Eduardo Cardoso,esporadico,2021-08,atrito,
2425,Sorveteria Guarani 2,Serra Cansada,Sorveteria,Igor Batista,Amanda Machado,ciclico,2021-08,normal,
2426,Eventos São Jorge,Campo Ferrugem,Buffet e Eventos,Jorge Sousa,Vinícius Barbosa,mensal,2021-08,sangramento,2025-11
2427,Restaurante Jacarandá 4,Bela Corrente,Restaurante,Flávio Nogueira,Sérgio Oliveira,mensal,2022-04,normal,
2428,Cantina Ouro Fino 2,Encosta Nova,Restaurante,Adriana Xavier,Eduardo Cardoso,esporadico,2021-08,normal,
2429,Padaria e Confeitaria Sempre Viva 2,Campo Ferrugem,Padaria,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,normal,
2430,Casa do Café Tijuca Velha,Marimbondo,Cafeteria,Débora Faria,Mariana Cunha,mensal,2025-08,atrito,
2431,Restaurante Rosa dos Ventos 2,Taquaruçu do Meio,Restaurante,Carlos Teixeira,Eduardo Cardoso,mensal,2022-05,degrau,2025-12
2432,Hamburgueria Olaria 2,Xambrê,Hamburgueria,Sandra Cardoso,André Santos,mensal,2022-08,normal,
2433,Sorveteria Rio Claro 2,Alto Sereno,Sorveteria,Aline Almeida,Sérgio Gonçalves,mensal,2021-08,normal,
2434,Burger Doce Lar,Taquaruçu do Meio,Hamburgueria,Gustavo Vasconcelos,Amanda Machado,ciclico,2021-08,atrito,
2435,Hamburgueria Girassol,Bela Corrente,Hamburgueria,Sabrina Siqueira,Sérgio Oliveira,mensal,2021-08,normal,
2436,Mercado Encanto 5,Lagoa Vermelha do Norte,Minimercado,Tatiane Sales,Mariana Cunha,ciclico,2021-08,atrito,
2437,Supermercado Vila Nova 3,Sertão Novo,Supermercado,Wesley Lima,Sérgio Oliveira,esporadico,2021-08,normal,
2438,Café Sempre Viva 2,Campo Ferrugem,Cafeteria,Silvana Silva,Vinícius Barbosa,mensal,2021-08,atrito,
2439,Café Oliveira 2,Nova Aurora do Vale,Cafeteria,Wagner Braga,Sérgio Gonçalves,mensal,2025-08,normal,
2440,Pizza Ouro Fino 2,Campo Ferrugem,Pizzaria,Juliana Xavier,Mariana Cunha,mensal,2021-08,atrito,
2441,Minimercado Capim Doce 3,Xambrê,Minimercado,Elaine Lopes,Vinícius Barbosa,mensal,2021-08,parada,2025-08
2442,Ponto do Lanche Porto Seguro Velho,Monte Cravo,Lanchonete,Cláudia Correia,Vinícius Barbosa,mensal,2025-11,normal,
2443,Super Brisa 3,Monte Cravo,Supermercado,Aline Araújo,André Santos,esporadico,2022-05,atrito,
2444,Panificadora Olaria 4,Quatro Cruzes,Padaria,Igor Batista,Amanda Machado,mensal,2024-01,normal,
2445,Super Rosa dos Ventos 2,Passo Ruivo,Supermercado,Murilo Alves,André Santos,esporadico,2023-03,normal,
2446,Ponto do Lanche Pequi 2,Itaquerê,Lanchonete,Aline Pacheco,Mariana Cunha,mensal,2021-08,atrito,
2447,Panificadora Dois Irmãos 3,Três Bicas,Padaria,Kelly Santos,Eduardo Cardoso,ciclico,2024-06,normal,
2448,Minimercado Rio Claro 4,Lagoa Vermelha do Norte,Minimercado,Ricardo Teixeira,Sérgio Gonçalves,esporadico,2021-08,normal,
2449,Cafeteria Capim Doce 4,Ipê Sereno,Cafeteria,Aline Duarte,Sérgio Gonçalves,esporadico,2021-08,normal,
2450,Mercado Rosa dos Ventos,Cravinho do Sul,Minimercado,César Araújo,Vinícius Barbosa,esporadico,2021-08,atrito,
2451,Padaria Terra Boa 6,Jaraguandu,Padaria,Juliana Xavier,Mariana Cunha,ciclico,2021-08,atrito,
2452,Atacadão Vale Verde 2,Umbuzeiro,Atacadista,Nelson Nunes,Eduardo Cardoso,mensal,2021-08,atrito,
2453,Hamburgueria Moinho,Jaraguandu,Hamburgueria,André Cardoso,Vinícius Barbosa,mensal,2021-08,atrito,
2454,Ponto do Lanche Ponte Velha 3,Passo Ruivo,Lanchonete,Emerson Pinheiro,Vinícius Barbosa,esporadico,2021-08,normal,
2455,Padaria e Confeitaria Esperança 4,Nova Aurora do Vale,Padaria,Wesley Lima,Sérgio Oliveira,esporadico,2021-08,normal,
2456,Café Encanto,Ipê Sereno,Cafeteria,Fernanda Sampaio,Sérgio Gonçalves,mensal,2021-08,normal,
2457,Panificadora Maracanã Velho 5,Nova Aurora do Vale,Padaria,Sandra Cardoso,André Santos,mensal,2021-08,mix,2025-08
2458,Ponto do Lanche Sol Nascente 4,Figueira Branca,Lanchonete,Wagner Alves,Amanda Machado,mensal,2025-02,normal,
2459,Super Guarani,Nova Aurora do Vale,Supermercado,Wagner Martins,Amanda Machado,ciclico,2021-08,normal,
2460,Padaria Pequi 2,Vila Aurora,Padaria,Adriana Xavier,Eduardo Cardoso,ciclico,2021-08,normal,
2461,Pizzaria Umbu 2,Lagoa Vermelha do Norte,Pizzaria,Aline Araújo,André Santos,ciclico,2024-07,normal,
2462,Supermercado Vitória Régia 2,Marimbondo,Supermercado,Tatiane Sales,Mariana Cunha,ciclico,2021-08,normal,
2463,Panificadora Girassol,Serra Cansada,Padaria,Elaine Lopes,Vinícius Barbosa,mensal,2021-08,sangramento,2025-06
2464,Casa de Refeições Vila Nova,Olho d'Água Grande,Restaurante,Raquel Barbosa,Amanda Machado,esporadico,2025-02,normal,
2465,Mercado Juriti 2,Três Bicas,Minimercado,Vinícius Carvalho,Amanda Machado,esporadico,2023-03,normal,
2466,Padaria Vitória Régia 4,Itaquerê,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2021-08,mix,2025-12
2467,Restaurante Nascente,Bela Corrente,Restaurante,Igor Bezerra,Amanda Machado,ciclico,2021-08,normal,
2468,Ponto do Lanche Vila Nova 3,Umbuzeiro,Lanchonete,Renata Cardoso,Sérgio Gonçalves,esporadico,2025-04,atrito,
2469,Supermercado Paraíso 4,Xambrê,Supermercado,Elaine Lopes,Vinícius Barbosa,ciclico,2021-08,normal,
2470,Açaiteria Olaria,Vila Aurora,Açaiteria,João Cavalcanti,Eduardo Cardoso,esporadico,2021-08,normal,
2471,Padaria Maré Alta,Guaraúna,Padaria,Wagner Braga,Sérgio Gonçalves,ciclico,2023-02,atrito,
2472,Lanchonete Aurora,Ribeira Funda,Lanchonete,Aline Duarte,Sérgio Gonçalves,ciclico,2021-08,normal,
2473,Conveniência Fonte Nova 2,Guaraúna,Loja de Conveniência,Wesley Lima,Sérgio Oliveira,mensal,2022-04,normal,
2474,Café Central,Piraquara do Oeste,Cafeteria,Murilo Alves,André Santos,mensal,2021-08,degrau,2025-08
2475,Açaiteria Tucano 2,Passo Ruivo,Açaiteria,César Lopes,Mariana Cunha,mensal,2024-10,normal,
2476,Supermercado Orquídea,Pedra Molhada,Supermercado,Sandra Cardoso,André Santos,mensal,2021-08,normal,
2477,Restaurante Veredas 5,Piraquara do Oeste,Restaurante,Mariana Oliveira,Eduardo Cardoso,ciclico,2021-11,atrito,
2478,Mercado Rio Claro 4,Três Bicas,Minimercado,Adriana Xavier,Eduardo Cardoso,mensal,2022-01,normal,
2479,Açaí Raiz Forte 3,Olho d'Água Grande,Açaiteria,Aline Duarte,Sérgio Gonçalves,mensal,2025-08,atrito,
2480,Padaria e Confeitaria Chapada,Várzea Comprida,Padaria,Joana Medeiros,Vinícius Barbosa,ciclico,2026-02,normal,
2481,Mercado Primavera 3,Vila Cascata,Minimercado,Gustavo Fonseca,Mariana Cunha,esporadico,2024-04,normal,
2482,Panificadora Santa Clara 2,Figueira Branca,Padaria,Débora Maia,Eduardo Cardoso,esporadico,2024-02,normal,
2483,Padaria e Confeitaria Guarani 3,Ipê Sereno,Padaria,Igor Bezerra,Amanda Machado,esporadico,2026-04,normal,
2484,Super Sol Nascente,Várzea Comprida,Supermercado,André Batista,Sérgio Oliveira,mensal,2024-09,atrito,
2485,Hamburgueria Recanto 2,Bela Corrente,Hamburgueria,Raquel Ferreira,Vinícius Barbosa,esporadico,2023-10,normal,
2486,Panificadora Bom Retiro 2,Porto Bandeira,Padaria,Aline Duarte,Sérgio Gonçalves,esporadico,2024-06,normal,
2487,Açaí Pinheiro,Piraquara do Oeste,Açaiteria,César Lopes,Mariana Cunha,mensal,2021-08,sangramento,2025-12
2488,Panificadora Sol Nascente 2,Três Bicas,Padaria,Sandra Mendes,Sérgio Gonçalves,ciclico,2021-08,atrito,
2489,Gelateria Tucano,Ipê Sereno,Sorveteria,Raquel Barbosa,Amanda Machado,ciclico,2022-04,atrito,
2490,Pizzaria Lagoa Azul,Figueira Branca,Pizzaria,Wagner Martins,Amanda Machado,mensal,2022-04,normal,
2491,Gelateria Varanda 2,Marimbondo,Sorveteria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,mix,2025-07
2492,Lanches Nova Era,Três Bicas,Lanchonete,Adriana Xavier,Eduardo Cardoso,mensal,2021-08,normal,
2493,Sorveteria Cravo 2,Alto Sereno,Sorveteria,Igor Bezerra,Amanda Machado,ciclico,2023-06,normal,
2494,Pizza Juriti 2,Campo Ferrugem,Pizzaria,Helena Vieira,Amanda Machado,mensal,2021-08,sangramento,2025-08
2495,Cafeteria Varanda,Cravinho do Sul,Cafeteria,Isabela Guimarães,André Santos,esporadico,2021-08,normal,
2496,Minimercado Maré Alta 3,Passo Ruivo,Minimercado,Simone Maia,André Santos,mensal,2021-08,atrito,
2497,Panificadora Santa Clara 3,Jaraguandu,Padaria,André Cardoso,Vinícius Barbosa,mensal,2021-08,atrito,
2498,Açaiteria Serrana,Passo Ruivo,Açaiteria,Aline Duarte,Sérgio Gonçalves,mensal,2021-10,normal,
2499,Pizzaria Paraíso,Quatro Cruzes,Pizzaria,Cláudia Miranda,Mariana Cunha,mensal,2024-11,normal,
2500,Supermercado Juriti 4,São Braz do Campo,Supermercado,Yara Coelho,Sérgio Oliveira,mensal,2021-08,normal,
2501,Padaria e Confeitaria Nascente,Encosta Nova,Padaria,Tatiane Sales,Mariana Cunha,esporadico,2024-07,atrito,
2502,Loja Dois Irmãos 2,Guaraúna,Loja de Conveniência,Aline Duarte,Sérgio Gonçalves,mensal,2023-04,atrito,
2503,Super Flor de Sal,Campo Ferrugem,Supermercado,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2021-08,normal,
2504,Pizzaria Vitória Régia 2,Vila Aurora,Pizzaria,César Lopes,Mariana Cunha,ciclico,2023-10,atrito,
2505,Distribuidora Recanto,Riozinho Claro,Atacadista,Cláudia Miranda,Mariana Cunha,mensal,2021-08,parada,2025-09
2506,Conveniência Ouro Fino,Marimbondo,Loja de Conveniência,Jorge Sousa,Vinícius Barbosa,esporadico,2026-03,normal,
2507,Mercado Xodó 4,Cravinho do Sul,Minimercado,Cláudia Miranda,Mariana Cunha,esporadico,2024-05,atrito,
2508,Pizza Ipê Roxo,Vista Alegre do Ipê,Pizzaria,Sabrina Siqueira,Sérgio Oliveira,mensal,2023-12,atrito,
2509,Super Esperança,São Braz do Campo,Supermercado,Wagner Rodrigues,Mariana Cunha,mensal,2022-08,normal,
2510,Sorveteria Rio Claro 3,Guaraúna,Sorveteria,Joana Medeiros,Vinícius Barbosa,mensal,2023-03,atrito,
2511,Gelateria Sossego,Sertão Novo,Sorveteria,André Batista,Sérgio Oliveira,esporadico,2022-06,normal,
2512,Pizza Sempre Viva 2,Figueira Branca,Pizzaria,Wesley Lima,Sérgio Oliveira,mensal,2021-08,atrito,
2513,Conveniência Primavera,Barra do Piraquê,Loja de Conveniência,Aline Duarte,Sérgio Gonçalves,mensal,2021-08,parada,2025-07
2514,Cantina Olaria 4,Santa Ilha,Restaurante,Helena Vieira,Amanda Machado,ciclico,2022-12,atrito,
2515,Padaria e Confeitaria Terra Boa 2,Vila Aurora,Padaria,Vinícius Carvalho,Amanda Machado,esporadico,2021-08,normal,
2516,Supermercado Varanda 2,Vale Formoso do Norte,Supermercado,Vanessa Teixeira,Sérgio Gonçalves,esporadico,2022-07,atrito,
2517,Ponto do Lanche Cravo 2,Praia do Sino,Lanchonete,Wagner Martins,Amanda Machado,mensal,2023-03,normal,
2518,Casa de Refeições Varanda,Jaraguandu,Restaurante,Flávio Lima,André Santos,mensal,2026-01,normal,
2519,Ponto do Lanche Sabor Real,Campo Ferrugem,Lanchonete,Jaqueline Alves,Sérgio Oliveira,mensal,2025-05,normal,
2520,Sorveteria Sabor Real,Barra do Piraquê,Sorveteria,Helena Vieira,Amanda Machado,ciclico,2022-10,normal,
2521,Padaria Palmeira 4,Praia do Sino,Padaria,Débora Maia,Eduardo Cardoso,mensal,2022-09,normal,
2522,Mercadinho Jatobá 5,Ipê Sereno,Minimercado,Simone Maia,André Santos,esporadico,2021-08,normal,
2523,Atacado Serrana,Jaraguandu,Atacadista,Kelly Santos,Eduardo Cardoso,mensal,2021-08,atrito,
2524,Padaria Nascente 6,Quatro Cruzes,Padaria,Rafael Teixeira,Sérgio Oliveira,mensal,2021-08,parada,2025-11
2525,Padaria e Confeitaria São Jorge 2,Palmeira Torta,Padaria,Aline Duarte,Sérgio Gonçalves,ciclico,2021-08,normal,
2526,Buffet Tijuca Velha 3,Jaraguandu,Buffet e Eventos,Joana Medeiros,Vinícius Barbosa,mensal,2021-08,normal,
2527,Super Cerrado 2,Vila Cascata,Supermercado,Igor Bezerra,Amanda Machado,mensal,2022-02,normal,
2528,Cantina Vila Nova 3,Passo Ruivo,Restaurante,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
2529,Padaria Figueira,Vale Formoso do Norte,Padaria,Sandra Cardoso,André Santos,mensal,2021-08,normal,
2530,Casa do Café Vila Nova 2,Vista Alegre do Ipê,Cafeteria,Vanessa Teixeira,Sérgio Gonçalves,mensal,2021-08,normal,
2531,Padaria e Confeitaria Quintal 6,Passo Ruivo,Padaria,Kelly Santos,Eduardo Cardoso,ciclico,2021-08,normal,
2532,Mercadinho Doce Lar,Três Bicas,Minimercado,Bruno Nogueira,Sérgio Oliveira,mensal,2021-08,degrau,2025-10
2533,Padaria e Confeitaria Girassol,Vila Aurora,Padaria,Simone Maia,André Santos,esporadico,2021-08,normal,
2534,Gelateria Tamarindo,Passo Ruivo,Sorveteria,Sandra Cardoso,André Santos,esporadico,2021-08,atrito,
2535,Cantina Cascata 5,Riozinho Claro,Restaurante,Helena Vieira,Amanda Machado,mensal,2025-09,normal,
2536,Casa de Refeições Oliveira 3,Riozinho Claro,Restaurante,Renata Cardoso,Sérgio Gonçalves,mensal,2021-08,normal,
2537,Lanchonete Rosa dos Ventos 3,Vista Alegre do Ipê,Lanchonete,Paulo Camargo,Eduardo Cardoso,mensal,2022-09,normal,
2538,Restaurante Estrela 4,Pedra Molhada,Restaurante,André Batista,Sérgio Oliveira,mensal,2021-08,parada,2026-04
2539,Panificadora Bela Vista 3,Figueira Branca,Padaria,Vinícius Carvalho,Amanda Machado,mensal,2021-08,normal,
2540,Café Flor de Sal 2,Itaquerê,Cafeteria,Aline Duarte,Sérgio Gonçalves,mensal,2024-12,normal,
2541,Padaria Sossego,Riozinho Claro,Padaria,Adriana Xavier,Eduardo Cardoso,ciclico,2023-10,atrito,
2542,Conveniência Jatobá 2,Sertão Novo,Loja de Conveniência,Simone Maia,André Santos,mensal,2024-02,normal,
2543,Restaurante Flor de Sal,Serra Cansada,Restaurante,Emerson Pinheiro,Vinícius Barbosa,mensal,2026-03,normal,
2544,Mercado Oliveira 4,Piraquara do Oeste,Minimercado,Simone Maia,André Santos,ciclico,2021-08,normal,
2545,Casa de Refeições Pequi 2,Ribeira Funda,Restaurante,Silvana Silva,Vinícius Barbosa,mensal,2026-03,normal,
2546,Cantina Vila Nova 4,Quatro Cruzes,Restaurante,Ricardo Teixeira,Sérgio Gonçalves,mensal,2021-08,normal,
